RecordID,WorkerID,InductionType,InductionDate,InductionScore
3475,820,First Aid,25-09-18,99
202,52,Fire Safety,26-09-18,99
1051,256,Emergency Response,28-09-18,82
1438,352,Equipment Handling,28-09-18,0
1452,355,Fire Safety,28-09-18,42
3330,784,Chemical Safety,28-09-18,18
3199,759,Emergency Response,29-09-18,66
201,51,Fire Safety,30-09-18,40
2326,548,First Aid,30-09-18,95
1293,312,First Aid,01-10-18,82
1543,372,Fire Safety,01-10-18,52
2832,673,Emergency Response,02-10-18,49
214,55,First Aid,03-10-18,88
1883,455,Emergency Response,03-10-18,71
3243,766,Chemical Safety,03-10-18,80
1615,392,Chemical Safety,04-10-18,83
770,196,First Aid,05-10-18,19
3146,748,Emergency Response,05-10-18,30
4083,956,Chemical Safety,05-10-18,36
279,74,Chemical Safety,06-10-18,1
3016,717,First Aid,06-10-18,83
3718,869,Fire Safety,06-10-18,75
2455,579,Fire Safety,10-10-18,59
656,169,Emergency Response,11-10-18,5
979,242,Fire Safety,13-10-18,87
1226,295,First Aid,13-10-18,100
1460,356,Equipment Handling,14-10-18,99
1956,472,First Aid,14-10-18,94
267,72,Chemical Safety,15-10-18,88
2725,648,Chemical Safety,15-10-18,57
4018,942,Fire Safety,15-10-18,60
327,85,Chemical Safety,16-10-18,63
1519,366,Equipment Handling,16-10-18,82
3777,883,Fire Safety,16-10-18,89
2418,573,Fire Safety,18-10-18,65
676,173,Emergency Response,19-10-18,83
3257,769,Equipment Handling,19-10-18,86
973,241,Fire Safety,20-10-18,2
1086,265,First Aid,20-10-18,73
3929,919,Chemical Safety,21-10-18,81
3057,724,Fire Safety,22-10-18,87
101,22,Chemical Safety,24-10-18,59
651,168,First Aid,24-10-18,82
2265,532,First Aid,25-10-18,48
2636,624,Chemical Safety,28-10-18,84
53,12,Emergency Response,30-10-18,66
3261,770,Fire Safety,30-10-18,90
3542,833,First Aid,02-11-18,17
2447,577,Chemical Safety,04-11-18,8
2588,609,Chemical Safety,04-11-18,80
3703,866,First Aid,04-11-18,94
1024,251,Equipment Handling,05-11-18,64
3596,846,Emergency Response,06-11-18,25
3698,865,First Aid,06-11-18,87
3762,880,First Aid,06-11-18,45
2292,538,Equipment Handling,07-11-18,85
2908,691,Chemical Safety,07-11-18,93
2274,535,Emergency Response,08-11-18,4
1781,431,Fire Safety,10-11-18,72
2999,713,First Aid,10-11-18,84
3841,899,Equipment Handling,10-11-18,87
3041,721,Chemical Safety,11-11-18,84
2121,501,Chemical Safety,12-11-18,10
3652,858,Emergency Response,12-11-18,90
1505,364,Equipment Handling,13-11-18,95
1973,474,Chemical Safety,14-11-18,85
4249,992,Equipment Handling,14-11-18,44
4256,994,Chemical Safety,14-11-18,74
413,110,First Aid,15-11-18,34
1205,289,Emergency Response,15-11-18,36
2469,583,Chemical Safety,15-11-18,57
3006,715,Chemical Safety,15-11-18,100
441,115,First Aid,16-11-18,45
2896,687,Chemical Safety,16-11-18,55
377,100,Emergency Response,17-11-18,99
3489,824,First Aid,17-11-18,81
711,180,Fire Safety,18-11-18,97
1487,362,First Aid,18-11-18,100
3250,768,Emergency Response,18-11-18,98
4226,988,Chemical Safety,18-11-18,90
4287,1000,Emergency Response,19-11-18,50
406,109,First Aid,21-11-18,85
2167,508,Emergency Response,21-11-18,93
1059,259,Equipment Handling,23-11-18,89
1259,303,Fire Safety,23-11-18,79
2224,518,First Aid,25-11-18,32
4160,974,First Aid,25-11-18,83
2433,575,Emergency Response,26-11-18,82
4115,964,Fire Safety,26-11-18,53
799,203,Emergency Response,27-11-18,4
1911,462,Fire Safety,27-11-18,20
398,105,Fire Safety,28-11-18,28
3335,785,Emergency Response,29-11-18,38
2762,656,Chemical Safety,30-11-18,1
3436,812,Emergency Response,30-11-18,95
3811,891,Equipment Handling,30-11-18,11
4271,996,Emergency Response,30-11-18,74
3521,830,First Aid,01-12-18,83
758,194,Fire Safety,02-12-18,27
4210,986,Emergency Response,04-12-18,85
159,38,First Aid,06-12-18,100
11,2,Fire Safety,07-12-18,99
1140,277,Fire Safety,07-12-18,80
2373,561,Equipment Handling,07-12-18,91
3278,773,First Aid,07-12-18,88
3345,788,Fire Safety,07-12-18,45
3399,803,Emergency Response,07-12-18,20
2158,507,Chemical Safety,08-12-18,96
1859,451,First Aid,10-12-18,37
3661,859,Emergency Response,10-12-18,64
3457,815,Chemical Safety,12-12-18,81
2307,543,Equipment Handling,13-12-18,80
3556,837,Emergency Response,13-12-18,99
2139,504,First Aid,14-12-18,19
1003,247,Chemical Safety,15-12-18,54
875,220,Chemical Safety,19-12-18,94
947,235,Emergency Response,19-12-18,42
2778,659,Emergency Response,19-12-18,89
3182,755,First Aid,19-12-18,86
3826,893,Emergency Response,19-12-18,98
3510,828,Equipment Handling,20-12-18,44
1713,416,Emergency Response,21-12-18,31
3429,811,Emergency Response,21-12-18,84
4163,975,First Aid,21-12-18,73
93,21,Emergency Response,23-12-18,53
136,31,Equipment Handling,23-12-18,94
537,139,Chemical Safety,23-12-18,34
3975,931,Equipment Handling,23-12-18,80
3196,758,Emergency Response,25-12-18,96
4123,966,First Aid,25-12-18,87
1425,346,First Aid,26-12-18,94
1572,381,First Aid,27-12-18,92
2424,574,Emergency Response,27-12-18,61
2536,600,Fire Safety,28-12-18,90
1381,336,Equipment Handling,29-12-18,81
2769,657,Emergency Response,29-12-18,52
472,121,First Aid,30-12-18,54
737,188,Emergency Response,30-12-18,89
934,232,Chemical Safety,30-12-18,53
523,137,Equipment Handling,31-12-18,96
1127,273,Equipment Handling,31-12-18,93
2205,514,Fire Safety,31-12-18,84
1446,353,Fire Safety,02-01-19,89
3878,907,First Aid,02-01-19,95
868,219,Chemical Safety,03-01-19,76
1964,473,First Aid,03-01-19,27
2236,522,Equipment Handling,04-01-19,82
2,1,Equipment Handling,05-01-19,23
1478,361,Equipment Handling,06-01-19,17
2081,495,Emergency Response,06-01-19,84
2181,510,Chemical Safety,07-01-19,87
3299,779,Chemical Safety,08-01-19,100
3063,725,Chemical Safety,09-01-19,25
4178,980,Chemical Safety,10-01-19,48
2552,603,Fire Safety,11-01-19,92
2630,623,Fire Safety,11-01-19,20
3801,890,First Aid,11-01-19,70
2461,580,Fire Safety,12-01-19,81
2520,597,Chemical Safety,12-01-19,98
1284,310,Emergency Response,13-01-19,58
1819,439,Chemical Safety,13-01-19,16
1995,478,Fire Safety,13-01-19,64
1720,417,Emergency Response,14-01-19,98
2621,621,Equipment Handling,14-01-19,10
4216,987,Fire Safety,14-01-19,99
904,227,First Aid,15-01-19,37
2095,497,First Aid,17-01-19,89
3444,813,Equipment Handling,17-01-19,2
446,117,Emergency Response,19-01-19,88
2814,670,Equipment Handling,19-01-19,82
1894,457,First Aid,21-01-19,98
495,128,Fire Safety,23-01-19,83
1990,477,Chemical Safety,24-01-19,99
3212,761,Emergency Response,25-01-19,83
3578,843,Chemical Safety,25-01-19,94
4024,943,Emergency Response,27-01-19,80
1195,287,Equipment Handling,30-01-19,89
3684,862,Chemical Safety,31-01-19,97
3603,848,Fire Safety,02-02-19,93
4150,972,Equipment Handling,02-02-19,55
462,120,Fire Safety,03-02-19,22
3677,861,Fire Safety,05-02-19,13
2809,669,Emergency Response,06-02-19,28
3111,739,First Aid,06-02-19,80
25,5,Fire Safety,07-02-19,11
3585,844,Fire Safety,07-02-19,69
2027,484,Fire Safety,08-02-19,4
3549,835,First Aid,08-02-19,72
1236,296,First Aid,09-02-19,66
1067,262,Fire Safety,10-02-19,32
1691,412,Fire Safety,10-02-19,91
1810,438,Chemical Safety,12-02-19,86
2057,491,Chemical Safety,12-02-19,88
2298,540,First Aid,12-02-19,81
3230,764,Emergency Response,12-02-19,95
3728,870,Fire Safety,12-02-19,74
235,58,Fire Safety,13-02-19,58
4078,955,Chemical Safety,13-02-19,67
2254,529,Chemical Safety,14-02-19,74
2395,568,Fire Safety,14-02-19,88
248,64,Emergency Response,15-02-19,92
307,79,Fire Safety,15-02-19,84
2410,571,Equipment Handling,16-02-19,87
3071,726,Emergency Response,16-02-19,40
789,200,Equipment Handling,17-02-19,14
1121,272,Equipment Handling,17-02-19,93
3917,915,First Aid,19-02-19,96
4203,985,First Aid,20-02-19,100
671,172,Emergency Response,22-02-19,94
2980,707,Fire Safety,23-02-19,46
4041,947,Emergency Response,23-02-19,83
60,13,Equipment Handling,25-02-19,73
2859,680,Chemical Safety,25-02-19,80
3887,909,First Aid,26-02-19,79
168,42,Emergency Response,27-02-19,75
1938,468,Emergency Response,28-02-19,91
3770,881,Emergency Response,28-02-19,69
912,229,Emergency Response,01-03-19,99
3505,827,Emergency Response,03-03-19,60
989,243,Emergency Response,04-03-19,0
1043,255,Equipment Handling,04-03-19,92
1899,459,Fire Safety,04-03-19,93
311,80,First Aid,05-03-19,94
3597,847,Equipment Handling,05-03-19,89
2186,511,First Aid,06-03-19,88
640,166,Chemical Safety,10-03-19,18
861,218,Equipment Handling,10-03-19,86
3872,905,Emergency Response,10-03-19,62
1743,420,First Aid,12-03-19,81
3693,864,Fire Safety,12-03-19,40
2609,616,First Aid,13-03-19,81
1076,264,Chemical Safety,14-03-19,83
4004,940,Fire Safety,14-03-19,48
1595,386,Fire Safety,15-03-19,90
3107,737,Equipment Handling,15-03-19,34
316,81,Equipment Handling,16-03-19,30
616,159,Chemical Safety,16-03-19,90
832,211,Equipment Handling,16-03-19,28
2660,630,First Aid,16-03-19,89
2735,649,Equipment Handling,16-03-19,7
3034,720,First Aid,16-03-19,84
120,26,Equipment Handling,18-03-19,90
3094,732,Emergency Response,18-03-19,10
3236,765,First Aid,19-03-19,98
4010,941,Equipment Handling,19-03-19,90
152,37,Emergency Response,20-03-19,80
2366,560,Equipment Handling,20-03-19,90
2853,677,Emergency Response,20-03-19,50
664,171,Chemical Safety,21-03-19,82
3467,817,Chemical Safety,24-03-19,95
3883,908,Chemical Safety,24-03-19,91
1337,323,Equipment Handling,25-03-19,98
3537,832,Equipment Handling,25-03-19,38
4184,982,Emergency Response,25-03-19,98
684,174,Fire Safety,26-03-19,93
2545,601,First Aid,26-03-19,93
3866,904,First Aid,26-03-19,86
2237,523,First Aid,01-04-19,32
3773,882,Fire Safety,01-04-19,48
3850,900,Equipment Handling,01-04-19,73
76,18,Chemical Safety,02-04-19,91
4230,989,First Aid,02-04-19,1
1247,299,First Aid,04-04-19,86
3737,871,Equipment Handling,04-04-19,78
293,77,Equipment Handling,05-04-19,38
506,133,Equipment Handling,05-04-19,42
888,223,Chemical Safety,05-04-19,70
1302,313,First Aid,05-04-19,3
1838,447,Equipment Handling,05-04-19,92
2358,559,Fire Safety,06-04-19,3
593,150,Chemical Safety,07-04-19,87
418,111,Equipment Handling,09-04-19,90
1410,342,Chemical Safety,10-04-19,99
2750,652,Chemical Safety,10-04-19,87
2875,682,First Aid,10-04-19,82
2452,578,Fire Safety,11-04-19,88
2643,625,First Aid,11-04-19,41
83,20,Emergency Response,13-04-19,98
1272,307,Emergency Response,13-04-19,94
3308,780,Fire Safety,13-04-19,35
956,238,Emergency Response,18-04-19,7
3361,792,Equipment Handling,19-04-19,59
4239,990,Emergency Response,20-04-19,69
4280,998,Emergency Response,20-04-19,99
424,112,Chemical Safety,21-04-19,36
1016,250,Fire Safety,21-04-19,16
2563,605,Emergency Response,21-04-19,55
1431,349,Equipment Handling,22-04-19,67
2040,488,First Aid,22-04-19,93
1511,365,Fire Safety,23-04-19,1
732,187,First Aid,24-04-19,97
1156,280,First Aid,24-04-19,96
3417,808,Chemical Safety,25-04-19,51
997,246,Emergency Response,27-04-19,61
4130,967,Emergency Response,27-04-19,19
3630,853,Emergency Response,28-04-19,57
3285,775,Equipment Handling,29-04-19,30
3996,936,Emergency Response,29-04-19,42
4107,962,First Aid,29-04-19,97
256,68,Fire Safety,30-04-19,69
925,231,First Aid,30-04-19,89
1145,278,Emergency Response,30-04-19,95
1308,314,First Aid,04-05-19,31
2214,516,Emergency Response,04-05-19,91
3324,783,Chemical Safety,04-05-19,6
918,230,Emergency Response,05-05-19,91
1101,267,Chemical Safety,05-05-19,97
2019,483,Emergency Response,05-05-19,88
2654,627,Chemical Safety,05-05-19,87
3377,797,Equipment Handling,05-05-19,7
4072,954,Fire Safety,06-05-19,60
3373,796,Fire Safety,07-05-19,34
1182,284,Emergency Response,08-05-19,55
1695,413,Fire Safety,08-05-19,50
208,54,Equipment Handling,10-05-19,66
2971,706,Fire Safety,10-05-19,86
386,102,First Aid,13-05-19,85
2465,582,Emergency Response,15-05-19,94
4066,953,Equipment Handling,16-05-19,30
1324,318,First Aid,18-05-19,86
2195,513,First Aid,18-05-19,85
3838,898,First Aid,19-05-19,98
3989,935,Equipment Handling,20-05-19,89
3939,922,Chemical Safety,21-05-19,81
1702,414,Emergency Response,22-05-19,50
630,162,Equipment Handling,23-05-19,98
706,179,Emergency Response,23-05-19,37
2527,598,Equipment Handling,23-05-19,51
531,138,Fire Safety,24-05-19,95
1416,343,Fire Safety,24-05-19,93
3963,927,Fire Safety,24-05-19,36
4034,946,Fire Safety,24-05-19,80
40,8,Emergency Response,25-05-19,62
1681,411,Equipment Handling,27-05-19,100
856,217,First Aid,29-05-19,100
2078,494,Fire Safety,29-05-19,95
2491,588,Emergency Response,30-05-19,8
3053,723,Emergency Response,30-05-19,96
1874,454,Equipment Handling,01-06-19,59
3141,747,Emergency Response,01-06-19,47
2088,496,First Aid,02-06-19,98
2339,553,Fire Safety,02-06-19,53
484,125,Fire Safety,03-06-19,35
2844,676,First Aid,03-06-19,83
580,147,Equipment Handling,04-06-19,84
2229,519,Fire Safety,04-06-19,100
2787,661,Chemical Safety,04-06-19,39
3130,743,Fire Safety,05-06-19,90
819,208,Chemical Safety,06-06-19,85
4049,948,Equipment Handling,06-06-19,38
2667,632,Equipment Handling,07-06-19,38
3024,718,Fire Safety,08-06-19,95
3480,821,Equipment Handling,08-06-19,81
1173,283,Equipment Handling,09-06-19,39
2065,492,Fire Safety,09-06-19,56
1496,363,Chemical Safety,10-06-19,5
174,43,Emergency Response,11-06-19,72
803,204,Fire Safety,11-06-19,82
2799,665,Fire Safety,11-06-19,27
585,148,Emergency Response,12-06-19,98
1640,401,Chemical Safety,12-06-19,93
2741,650,First Aid,12-06-19,15
3590,845,Fire Safety,12-06-19,0
1393,339,First Aid,13-06-19,67
3987,934,Fire Safety,15-06-19,46
4002,939,Equipment Handling,15-06-19,61
647,167,Chemical Safety,16-06-19,91
850,215,First Aid,16-06-19,65
2402,569,Fire Safety,17-06-19,97
2804,666,Equipment Handling,17-06-19,85
2692,640,Equipment Handling,18-06-19,99
2280,536,Emergency Response,19-06-19,96
1400,340,Emergency Response,20-06-19,90
2003,480,First Aid,20-06-19,2
3174,753,Chemical Safety,20-06-19,81
1929,465,Equipment Handling,21-06-19,99
2104,498,Fire Safety,23-06-19,25
2316,544,Emergency Response,24-06-19,75
2680,635,First Aid,24-06-19,88
1221,293,First Aid,26-06-19,91
3818,892,First Aid,26-06-19,92
1315,316,Emergency Response,27-06-19,89
1736,419,Chemical Safety,27-06-19,17
1649,402,Emergency Response,28-06-19,8
3186,756,Emergency Response,28-06-19,86
3926,917,Equipment Handling,28-06-19,98
3293,776,Chemical Safety,30-06-19,13
1576,382,Equipment Handling,01-07-19,37
1980,475,Equipment Handling,01-07-19,26
337,87,Chemical Safety,03-07-19,87
3080,728,Emergency Response,03-07-19,30
487,126,Equipment Handling,04-07-19,87
4136,969,First Aid,04-07-19,100
343,88,Equipment Handling,06-07-19,85
3788,887,Equipment Handling,06-07-19,20
229,57,Emergency Response,07-07-19,71
1790,432,Fire Safety,07-07-19,68
1907,461,First Aid,08-07-19,45
3954,924,Chemical Safety,08-07-19,39
1214,291,Fire Safety,10-07-19,90
1554,374,First Aid,10-07-19,54
1730,418,Fire Safety,10-07-19,28
2037,487,Emergency Response,10-07-19,47
547,140,Chemical Safety,11-07-19,94
2624,622,Chemical Safety,12-07-19,76
2700,642,Chemical Safety,12-07-19,15
4193,983,Emergency Response,12-07-19,99
760,195,Equipment Handling,13-07-19,44
2916,692,Chemical Safety,13-07-19,14
4055,950,Chemical Safety,13-07-19,73
2464,581,Fire Safety,14-07-19,12
3893,910,Fire Safety,14-07-19,88
2048,489,Equipment Handling,15-07-19,89
2720,647,Equipment Handling,16-07-19,83
598,151,Fire Safety,18-07-19,43
2126,502,Fire Safety,18-07-19,85
3270,772,Chemical Safety,18-07-19,89
3153,749,First Aid,19-07-19,86
1583,383,Fire Safety,21-07-19,76
879,222,Chemical Safety,22-07-19,92
2112,499,Chemical Safety,22-07-19,57
3947,923,Chemical Safety,22-07-19,88
2834,674,Emergency Response,23-07-19,98
1707,415,First Aid,25-07-19,95
3498,826,Equipment Handling,25-07-19,8
2382,563,First Aid,26-07-19,98
3529,831,First Aid,27-07-19,15
3711,867,Chemical Safety,27-07-19,65
567,144,Equipment Handling,29-07-19,87
2481,587,Emergency Response,30-07-19,93
2335,552,Fire Safety,01-08-19,90
2576,607,Equipment Handling,01-08-19,82
188,47,Fire Safety,03-08-19,88
322,84,First Aid,03-08-19,27
1525,368,Fire Safety,04-08-19,97
1847,449,Equipment Handling,04-08-19,24
2964,705,Equipment Handling,04-08-19,70
1549,373,Emergency Response,05-08-19,33
1559,376,Chemical Safety,05-08-19,3
271,73,First Aid,06-08-19,9
2671,633,First Aid,06-08-19,96
1280,309,First Aid,07-08-19,27
2285,537,Chemical Safety,07-08-19,83
1093,266,Equipment Handling,09-08-19,97
967,240,Chemical Safety,11-08-19,45
2857,678,First Aid,11-08-19,83
3612,849,Fire Safety,11-08-19,70
1846,448,Equipment Handling,12-08-19,23
1557,375,Fire Safety,13-08-19,99
1864,452,First Aid,13-08-19,6
2959,704,Fire Safety,14-08-19,94
4264,995,Emergency Response,15-08-19,86
2583,608,First Aid,16-08-19,54
1112,270,Chemical Safety,17-08-19,95
2151,506,Emergency Response,17-08-19,38
2930,695,Chemical Safety,18-08-19,67
1597,387,Chemical Safety,19-08-19,99
3206,760,Fire Safety,20-08-19,86
1370,332,First Aid,21-08-19,87
15,3,Fire Safety,23-08-19,87
434,114,Fire Safety,23-08-19,97
783,199,Chemical Safety,23-08-19,11
1765,427,Emergency Response,24-08-19,91
2708,644,First Aid,24-08-19,47
3407,804,Chemical Safety,24-08-19,78
1164,282,Emergency Response,25-08-19,61
1827,440,Equipment Handling,25-08-19,1
3570,841,Equipment Handling,25-08-19,86
2948,701,Equipment Handling,26-08-19,91
2703,643,Fire Safety,27-08-19,81
3638,855,Fire Safety,27-08-19,89
521,136,Chemical Safety,28-08-19,20
3619,850,Chemical Safety,28-08-19,91
2865,681,Equipment Handling,31-08-19,56
148,36,Fire Safety,01-09-19,93
696,178,First Aid,01-09-19,24
1356,328,First Aid,01-09-19,93
2301,541,Emergency Response,02-09-19,84
124,27,Fire Safety,04-09-19,81
287,76,Emergency Response,05-09-19,49
1264,304,First Aid,06-09-19,39
1606,388,Fire Safety,06-09-19,19
3392,801,Emergency Response,06-09-19,90
1363,330,First Aid,07-09-19,67
1889,456,Emergency Response,07-09-19,19
3671,860,Emergency Response,07-09-19,97
1033,252,Equipment Handling,09-09-19,98
3626,852,Fire Safety,09-09-19,33
747,191,Emergency Response,10-09-19,96
1796,433,Fire Safety,10-09-19,17
2011,482,First Aid,11-09-19,81
3219,762,Equipment Handling,11-09-19,66
3491,825,Equipment Handling,11-09-19,70
354,93,Equipment Handling,12-09-19,35
3162,750,Equipment Handling,12-09-19,88
4101,960,Chemical Safety,12-09-19,40
3088,730,Chemical Safety,13-09-19,11
1947,471,First Aid,14-09-19,33
372,98,Fire Safety,15-09-19,100
488,127,Equipment Handling,15-09-19,87
1201,288,Emergency Response,15-09-19,62
179,44,Fire Safety,16-09-19,29
723,183,Fire Safety,16-09-19,92
3354,790,Equipment Handling,16-09-19,49
1568,379,Emergency Response,17-09-19,89
1924,464,Fire Safety,17-09-19,37
2507,592,Emergency Response,17-09-19,88
839,212,Fire Safety,18-09-19,88
3369,794,Fire Safety,18-09-19,89
225,56,First Aid,19-09-19,54
2032,486,Equipment Handling,19-09-19,72
2885,683,Equipment Handling,19-09-19,77
3936,921,Fire Safety,19-09-19,14
111,25,Equipment Handling,20-09-19,86
556,142,Equipment Handling,20-09-19,64
4089,957,First Aid,20-09-19,100
1343,324,Equipment Handling,21-09-19,11
2440,576,Fire Safety,21-09-19,98
3119,740,First Aid,21-09-19,85
1665,406,First Aid,22-09-19,86
3903,911,Equipment Handling,22-09-19,90
300,78,First Aid,23-09-19,12
715,181,Emergency Response,24-09-19,98
2051,490,Emergency Response,24-09-19,43
3912,914,Chemical Safety,24-09-19,70
3476,820,First Aid,25-09-19,93
203,52,Chemical Safety,26-09-19,98
1052,256,First Aid,28-09-19,59
1439,352,Chemical Safety,28-09-19,33
1453,355,Emergency Response,28-09-19,33
3331,784,Fire Safety,28-09-19,24
3200,759,First Aid,29-09-19,49
2327,548,First Aid,30-09-19,91
1294,312,Emergency Response,01-10-19,97
1544,372,Fire Safety,01-10-19,20
215,55,Equipment Handling,03-10-19,92
1884,455,First Aid,03-10-19,96
3244,766,Emergency Response,03-10-19,10
1616,392,Fire Safety,04-10-19,98
1636,400,First Aid,04-10-19,90
2953,702,Emergency Response,04-10-19,8
771,196,Chemical Safety,05-10-19,17
3147,748,First Aid,05-10-19,86
4084,956,Emergency Response,05-10-19,60
280,74,Chemical Safety,06-10-19,88
3017,717,Equipment Handling,06-10-19,55
3515,829,Equipment Handling,06-10-19,85
3719,869,First Aid,06-10-19,80
2903,690,Chemical Safety,08-10-19,99
4155,973,First Aid,08-10-19,4
2456,579,Equipment Handling,10-10-19,84
657,169,Fire Safety,11-10-19,39
588,149,Emergency Response,12-10-19,40
980,242,Chemical Safety,13-10-19,80
1227,295,Fire Safety,13-10-19,90
1957,472,Equipment Handling,14-10-19,90
268,72,First Aid,15-10-19,88
2726,648,Fire Safety,15-10-19,87
4019,942,Emergency Response,15-10-19,97
328,85,Chemical Safety,16-10-19,98
1520,366,Equipment Handling,16-10-19,76
3778,883,Fire Safety,16-10-19,27
2419,573,Emergency Response,18-10-19,88
677,173,Chemical Safety,19-10-19,97
775,197,First Aid,19-10-19,88
3258,769,Equipment Handling,19-10-19,87
974,241,Equipment Handling,20-10-19,94
1087,265,Emergency Response,20-10-19,89
1138,276,Emergency Response,21-10-19,74
3930,919,Chemical Safety,21-10-19,14
3959,926,Emergency Response,21-10-19,46
3058,724,First Aid,22-10-19,80
102,22,Equipment Handling,24-10-19,18
652,168,Chemical Safety,24-10-19,1
1758,425,Emergency Response,24-10-19,24
511,134,Equipment Handling,25-10-19,38
2266,532,Chemical Safety,25-10-19,95
2637,624,Emergency Response,28-10-19,9
54,12,First Aid,30-10-19,51
3262,770,First Aid,30-10-19,91
1350,327,Fire Safety,31-10-19,74
3543,833,Equipment Handling,02-11-19,98
2448,577,Equipment Handling,04-11-19,72
2589,609,Emergency Response,04-11-19,98
3704,866,Equipment Handling,04-11-19,67
1025,251,Fire Safety,05-11-19,98
3699,865,Emergency Response,06-11-19,41
3763,880,Emergency Response,06-11-19,38
2293,538,Equipment Handling,07-11-19,26
2909,691,Emergency Response,07-11-19,97
2275,535,First Aid,08-11-19,86
900,226,Fire Safety,09-11-19,85
1782,431,First Aid,10-11-19,1
3000,713,Fire Safety,10-11-19,88
3621,851,Fire Safety,10-11-19,85
3842,899,First Aid,10-11-19,81
3042,721,Chemical Safety,11-11-19,87
2122,501,Fire Safety,12-11-19,50
3653,858,Equipment Handling,12-11-19,49
4095,959,Equipment Handling,12-11-19,85
1506,364,Equipment Handling,13-11-19,50
1974,474,First Aid,14-11-19,85
4250,992,Chemical Safety,14-11-19,5
4257,994,Chemical Safety,14-11-19,86
414,110,Fire Safety,15-11-19,72
1206,289,Fire Safety,15-11-19,91
2470,583,Equipment Handling,15-11-19,80
3007,715,Emergency Response,15-11-19,91
442,115,Equipment Handling,16-11-19,65
2897,687,Emergency Response,16-11-19,54
378,100,First Aid,17-11-19,17
3490,824,Fire Safety,17-11-19,94
712,180,First Aid,18-11-19,14
1488,362,First Aid,18-11-19,6
3251,768,Equipment Handling,18-11-19,48
4227,988,Equipment Handling,18-11-19,3
2993,712,Emergency Response,19-11-19,84
3449,814,Chemical Safety,19-11-19,95
4288,1000,Equipment Handling,19-11-19,6
131,30,Fire Safety,20-11-19,43
407,109,Emergency Response,21-11-19,60
2168,508,Fire Safety,21-11-19,34
1060,259,Equipment Handling,23-11-19,58
1260,303,Equipment Handling,23-11-19,24
2225,518,First Aid,25-11-19,29
2434,575,First Aid,26-11-19,76
4116,964,Emergency Response,26-11-19,69
800,203,Chemical Safety,27-11-19,13
1008,248,Fire Safety,27-11-19,21
1912,462,Chemical Safety,27-11-19,87
399,105,Equipment Handling,28-11-19,11
1437,351,Emergency Response,28-11-19,50
3336,785,Chemical Safety,29-11-19,10
2763,656,First Aid,30-11-19,80
3437,812,Equipment Handling,30-11-19,24
3812,891,Equipment Handling,30-11-19,83
4272,996,Equipment Handling,30-11-19,85
3098,734,Chemical Safety,01-12-19,89
3166,751,Chemical Safety,01-12-19,27
3522,830,Equipment Handling,01-12-19,82
759,194,Chemical Safety,02-12-19,73
808,205,First Aid,03-12-19,99
2259,530,First Aid,03-12-19,90
4211,986,First Aid,04-12-19,82
12,2,Chemical Safety,07-12-19,100
1141,277,Chemical Safety,07-12-19,26
2374,561,Chemical Safety,07-12-19,51
3346,788,First Aid,07-12-19,71
3400,803,Fire Safety,07-12-19,98
2159,507,First Aid,08-12-19,98
2350,558,Emergency Response,08-12-19,23
1109,269,Chemical Safety,10-12-19,93
1860,451,Emergency Response,10-12-19,8
3662,859,Chemical Safety,10-12-19,83
3458,815,Emergency Response,12-12-19,40
2308,543,First Aid,13-12-19,15
3557,837,Emergency Response,13-12-19,98
2140,504,First Aid,14-12-19,24
1004,247,First Aid,15-12-19,92
3422,810,Fire Safety,17-12-19,86
876,220,Chemical Safety,19-12-19,75
948,235,First Aid,19-12-19,80
2779,659,Emergency Response,19-12-19,20
3183,755,Chemical Safety,19-12-19,97
3827,893,Equipment Handling,19-12-19,38
3511,828,Emergency Response,20-12-19,82
1714,416,Chemical Safety,21-12-19,39
3430,811,Equipment Handling,21-12-19,63
4164,975,Equipment Handling,21-12-19,9
893,224,Equipment Handling,22-12-19,97
94,21,Fire Safety,23-12-19,86
137,31,Emergency Response,23-12-19,13
538,139,Chemical Safety,23-12-19,87
2414,572,Equipment Handling,23-12-19,57
3976,931,Equipment Handling,23-12-19,87
3197,758,Chemical Safety,25-12-19,87
4124,966,First Aid,25-12-19,94
1426,346,First Aid,26-12-19,19
1573,381,Fire Safety,27-12-19,78
2425,574,Fire Safety,27-12-19,95
2537,600,Chemical Safety,28-12-19,7
1382,336,First Aid,29-12-19,62
2346,557,First Aid,29-12-19,90
2770,657,Chemical Safety,29-12-19,83
473,121,Chemical Safety,30-12-19,21
738,188,Emergency Response,30-12-19,75
935,232,Chemical Safety,30-12-19,7
1534,371,First Aid,30-12-19,92
3550,836,Chemical Safety,30-12-19,99
524,137,Equipment Handling,31-12-19,12
1128,273,Chemical Safety,31-12-19,89
1836,445,Emergency Response,31-12-19,91
2206,514,Chemical Safety,31-12-19,98
2888,685,Equipment Handling,31-12-19,52
1447,353,Equipment Handling,02-01-20,75
3879,907,Emergency Response,02-01-20,90
869,219,Chemical Safety,03-01-20,92
1965,473,First Aid,03-01-20,52
3,1,Equipment Handling,05-01-20,14
1479,361,Emergency Response,06-01-20,92
2082,495,Fire Safety,06-01-20,96
2182,510,First Aid,07-01-20,93
3300,779,First Aid,08-01-20,94
3064,725,Emergency Response,09-01-20,96
2553,603,Emergency Response,11-01-20,91
2631,623,Equipment Handling,11-01-20,97
3802,890,Chemical Safety,11-01-20,94
